OWT,400,412,440,443,490,500,510,531,532,551,555,560,620,667,675,681
1,0.13847732,0.1306942,0.10060601,0.09620088,0.06024147,0.04687391,0.03252453,0.02137934,0.02107897,0.01484824,0.01380977,0.01276508,0.00195829,0.00104593,0.00099154,0.00094347
2,0.12548304,0.12051889,0.10028853,0.09715466,0.06861106,0.05532563,0.03951664,0.02662435,0.02626005,0.01872488,0.01747175,0.01626744,0.00271427,0.00144615,0.00135233,0.00127159
3,0.10774777,0.10606855,0.09686859,0.09522768,0.07956329,0.0672062,0.05054653,0.03613444,0.03569926,0.02626442,0.02465077,0.02304723,0.00402642,0.00221224,0.00212464,0.0019893
4,0.09581171,0.09407363,0.08960792,0.08902159,0.08542884,0.07721043,0.06370555,0.04955169,0.04907771,0.03816046,0.03626927,0.0342723,0.00640255,0.0037487,0.00365537,0.00351452
5,0.07551535,0.07728392,0.08202317,0.08265217,0.0930835,0.08673126,0.07344529,0.06012783,0.05965699,0.04713235,0.0448228,0.04256454,0.00825411,0.00456507,0.00436663,0.00414576
6,0.08355086,0.08197687,0.07991566,0.08000192,0.08695926,0.08359198,0.07419566,0.06378205,0.0634016,0.0525476,0.05057409,0.04866985,0.01035864,0.00628742,0.0063976,0.0063363
7,0.06271493,0.06448829,0.0721369,0.07318485,0.09129778,0.08946669,0.08126196,0.07271673,0.07237432,0.06208131,0.05997788,0.05782671,0.01162728,0.00722284,0.00720008,0.00704084
8,0.06943529,0.06803325,0.06945311,0.07009634,0.08353765,0.08292449,0.0791272,0.07539109,0.07523238,0.06838565,0.06703295,0.06543971,0.01547499,0.01021162,0.01083445,0.01102803
9,0.05197396,0.05426275,0.06335357,0.06458163,0.0871427,0.08890891,0.08461518,0.08087344,0.08072826,0.07310382,0.07141313,0.06966009,0.01617865,0.00957192,0.00922902,0.00890066
10,0.05427822,0.05492767,0.05905501,0.06017476,0.0788651,0.08083548,0.08036548,0.08244244,0.08252191,0.07918088,0.07843918,0.07787384,0.02117138,0.01379121,0.01373704,0.01363669
11,0.07195722,0.06764297,0.06259635,0.06298265,0.07318529,0.07283446,0.07280515,0.07488486,0.07503098,0.07624457,0.07675379,0.07740121,0.02325033,0.01891536,0.02429233,0.02596604
12,0.03920275,0.04143397,0.05080762,0.05200274,0.07560795,0.07975138,0.0812132,0.08676277,0.08700196,0.08609493,0.08563912,0.08558804,0.02469428,0.01561919,0.01518022,0.01475168
13,0.05160973,0.05065994,0.04976907,0.05025509,0.06428222,0.06718839,0.07031355,0.0786861,0.07915335,0.08636637,0.08764375,0.08963914,0.0325298,0.02553737,0.031227,0.03441147
14,0.03060882,0.03198507,0.0402639,0.04145008,0.06168366,0.06589697,0.06984907,0.07833672,0.07869197,0.08505907,0.08657405,0.08827064,0.0458842,0.03114862,0.03136562,0.03191566
15,0.03158044,0.03274969,0.03991398,0.04123527,0.06603767,0.07196564,0.07631994,0.08664657,0.08710566,0.09202486,0.09301737,0.09439047,0.03357903,0.02023468,0.01936394,0.01886588
16,0.02931209,0.03066024,0.03520649,0.03589602,0.05166572,0.0554696,0.05950695,0.06899285,0.06934814,0.07714571,0.07913123,0.08144388,0.06076773,0.0440199,0.04361577,0.04475743
17,0.02397372,0.02481098,0.03199573,0.03312574,0.05433549,0.0590984,0.06423184,0.07681485,0.07741948,0.08793205,0.09049725,0.09370405,0.05060824,0.03298616,0.03231824,0.03276613
18,0.02037668,0.02225874,0.02860345,0.02961769,0.05236021,0.05862128,0.06471786,0.08037555,0.08113537,0.09351024,0.09648123,0.10037152,0.04584144,0.02790042,0.02681082,0.02633957
19,0.02428121,0.02546342,0.02401418,0.02426259,0.03732281,0.04109815,0.04573292,0.05684031,0.0574198,0.0677884,0.07029409,0.07388837,0.07132264,0.0577941,0.05796022,0.06084804
20,0.00893799,0.00992582,0.0147122,0.01522612,0.02794761,0.03167216,0.03612365,0.04815971,0.04881725,0.06158048,0.06503887,0.06959527,0.07858422,0.06810425,0.06725159,0.06700584
21,0.02114873,0.0218164,0.02607535,0.02692257,0.04455734,0.04964112,0.05545002,0.07061101,0.07137497,0.08598568,0.08941522,0.09378978,0.05883809,0.0366716,0.03574269,0.0366592
22,0.01313248,0.01442641,0.01948342,0.02020928,0.03881236,0.04420666,0.050123,0.06564539,0.06642233,0.08220596,0.08615019,0.091433,0.06536415,0.04146458,0.03948371,0.04031426
23,0.01074381,0.01166039,0.01510798,0.01556518,0.02934233,0.03356129,0.03843074,0.05158235,0.05231984,0.06854532,0.0728681,0.07850405,0.07727833,0.05327265,0.05199579,0.05432976
