,OWT,band,b1,b2,r2
0,1,440,0.9469814367072362,0.00011740208006539091,0.9987675825118068
1,1,480,1.0559915918534812,-4.634986353935222e-05,0.9973910725543386
2,1,560,0.9907838426931675,-2.1838320575825586e-06,0.9997465397663903
3,1,655,1.0394165412002565,1.736087235828482e-05,0.9933133135668901
4,2,440,0.9622634576501274,4.9657488784603764e-05,0.9995110129450581
5,2,480,1.0399410784507221,-9.802316805194479e-05,0.9946263635428088
6,2,560,0.9620456932352158,2.4224849741069166e-05,0.9927961434893988
7,2,655,1.0463687374006654,1.987978585085595e-05,0.9856271234001126
8,3,440,0.96868302455739,6.433343878206859e-05,0.9995485175201012
9,3,480,1.017661094412888,-7.76920949371691e-05,0.9967872573611287
10,3,560,0.967679209671072,1.7831371955702837e-05,0.9982110867687248
11,3,655,1.1029599282476064,9.950057795473158e-06,0.997636945275439
12,4,440,0.9863220144071759,2.9567008577346607e-05,0.9997836833979006
13,4,480,0.9894882500121249,-1.8402429238799714e-05,0.9973248695027621
14,4,560,0.9795772527166465,-2.7941085345571832e-05,0.9961558384172521
15,4,655,1.0578490625922254,7.724764415820867e-06,0.9812498263016927
16,5,440,1.0021163482860465,3.7315480790466905e-05,0.9998030499695838
17,5,480,0.9429702948601286,3.931497251400372e-05,0.9955866123213081
18,5,560,0.9671142469473849,-1.992684950181088e-05,0.9989378326943802
19,5,655,1.1352073453589469,-1.223364031430771e-06,0.9810495454842892
20,5,865,0.917056133740127,2.3058930764598805e-06,1.0
21,6,440,1.0033348014229142,-1.2561578975438248e-07,0.9996711160318097
22,6,480,0.9655387659437049,2.191770899968859e-05,0.9984690169675716
23,6,560,0.9556053904324686,-6.056404776270171e-06,0.9987965617847924
24,6,655,1.0417648317744883,1.5024526635021816e-05,0.9792992107649728
25,7,440,1.0183677531491189,-6.811286165382853e-06,0.9999202767132879
26,7,480,0.9405445879719535,2.600345048510682e-05,0.9995603624415375
27,7,560,0.9378148128788302,2.1477985731551286e-05,0.9994321668529429
28,7,655,1.0834414369037868,3.1104413496222294e-05,0.9895607431196516
29,7,865,1.001026829725295,-1.4167902284537126e-07,0.9999930343346842
30,8,440,1.0156541696382986,-1.0370998682332142e-05,0.9999188448923357
31,8,480,0.9572614788378553,6.108172697975173e-06,0.9997686266524881
32,8,560,0.9389421355234044,1.5095223582347207e-05,0.9994912348133934
33,8,655,1.169940778014446,-3.1676745298010495e-05,0.9933798523454267
34,8,865,0.9909498584932224,7.71074819092975e-08,0.9999710087003154
35,9,440,1.0212046118211153,1.8223864902907477e-05,0.9998913714607773
36,9,480,0.947295647995844,-3.877359385702755e-05,0.999249656804809
37,9,560,0.9288118118339056,4.759000205650874e-05,0.9994189194169179
38,9,655,1.187414650977826,-3.073044666743283e-05,0.9917855471737443
39,9,865,1.0123721395373826,-3.482901910425052e-07,0.999583276584823
40,10,440,1.0173824829479081,2.5219894317153255e-05,0.9999566784066799
41,10,480,0.9653681860774751,-5.586732181488228e-05,0.9997819423913692
42,10,560,0.950650066046648,-2.3895977515862865e-06,0.9995854676404577
43,10,655,1.1882226708399577,-5.157421930786785e-05,0.9982644998432678
44,10,865,0.9970989318940877,3.511759775808173e-06,0.9983904879741314
45,11,440,1.011170948299373,-8.459960910416064e-06,0.9999477346185127
46,11,480,0.9727250912337417,-1.0929639175515267e-05,0.9997859604029108
47,11,560,0.966370453505827,-8.05822066812286e-05,0.9998083476204356
48,11,655,1.099847310006231,-6.201365674499333e-05,0.995833571550519
49,11,865,0.9978853536552366,1.49793455777778e-06,0.9999932068099829
50,12,440,1.023708723762471,4.013715539599987e-05,0.9998701696321395
51,12,480,0.9529885511347216,-4.6153257804970246e-05,0.9990601672763844
52,12,560,0.9563419642107293,-0.00012691334130486218,0.9992830662682363
53,12,655,1.1608130863662678,2.1276185031580096e-05,0.9983992398397892
54,12,865,1.0049652427699436,-1.6106381584245753e-06,0.9979380925710859
55,13,440,1.0222851337303502,-2.773069690452639e-05,0.9998820595257285
56,13,480,0.9623899466393614,4.7303972977698686e-05,0.9994653427961028
57,13,560,0.9611603058546168,-6.028895235409351e-05,0.9993309391764402
58,13,655,1.161879046305487,-5.155536258982839e-05,0.9965525338539831
59,13,865,0.9954775568677815,3.580111672371101e-06,0.9990450452494344
60,14,440,1.0256805415067063,1.1719627069530295e-05,0.9998750435940769
61,14,480,0.9646617917558212,-2.752975290741186e-05,0.9996996489174315
62,14,560,0.9669756458585882,-8.188499008317078e-05,0.9996318287727636
63,14,655,1.1451711498769708,2.9057620686301702e-05,0.9980385910112866
64,14,865,0.9984417639540766,2.8721074635672424e-06,0.9998448046177668
65,15,440,1.0334157000811428,6.5746150583008076e-06,0.999792080927693
66,15,480,0.9503974195764778,-2.0953998599523155e-05,0.9990402826905651
67,15,560,0.951622670183057,-6.519083280817975e-05,0.9994132421650651
68,15,655,1.1982071350298396,-6.195153855755031e-06,0.9960690649812549
69,15,865,0.9999342069350733,-1.6927115306474136e-07,0.9993065085655416
70,16,440,1.0254261089598826,-9.80822149053602e-06,0.9997759352535909
71,16,480,0.9694914002713669,4.44083916711184e-05,0.9996469352662338
72,16,560,0.9663725490145568,-5.138630882257911e-06,0.9985546272422655
73,16,655,1.0975565307784703,0.00024025852510297686,0.9931217744214222
74,16,865,0.9995017953819549,8.37312476709498e-07,0.9999727378405266
75,17,440,1.0399400467712996,5.1611831336549965e-06,0.9994484421705795
76,17,480,0.9727655085944267,-4.0841164243994935e-05,0.9991054199187773
77,17,560,0.9217830007039813,0.0002054085180005459,0.997424952801736
78,17,655,1.193288076861147,6.863166947251344e-06,0.9981556176951392
79,17,865,0.9999653085554818,-2.189858302603133e-06,0.9999987409149568
80,18,440,1.070485154343867,-4.659039247900329e-05,0.9994538756209727
81,18,480,1.0029401200438215,-0.00021861400887797713,0.997642490983543
82,18,560,0.8952124368108197,0.0003299366123172085,0.9989918353041589
83,18,655,1.2014494252344037,6.739133852954379e-05,0.9979341938531661
84,18,865,0.9986012104543575,-2.5957619499434453e-07,0.9999735891600346
85,19,440,1.0176771231031976,4.048334000809027e-05,0.9996281259815372
86,19,480,0.9753000298578303,-1.1551054987743795e-05,0.9994162747913885
87,19,560,0.9906986146098984,-3.298311448788824e-05,0.9995198383242101
88,19,655,1.0079249161393575,0.0005713674786378027,0.994207497616719
89,19,865,0.999106188826632,4.4656668276958633e-07,0.9999902864980366
90,20,440,1.0344896515067905,5.5663039419340254e-05,0.9988495501221161
91,20,480,0.9561968011310422,-2.054745128626627e-05,0.9992925450952058
92,20,560,1.0008754753834521,-5.8054515673307966e-05,0.9999222266277504
93,20,655,0.9972251437919221,0.0005607716393120632,0.9990239606550991
94,20,865,0.9991380673461067,5.482883688353625e-06,0.9999952468048695
95,21,440,1.0427852911548197,1.0888598538470653e-05,0.9984677058944746
96,21,480,0.9749292879259124,1.1866771140054723e-05,0.9987999586249396
97,21,560,0.9078797670231277,0.0001297384867812567,0.9982351223167297
98,21,655,1.2290006227014754,-9.054692859963593e-05,0.9960886575929495
99,21,865,1.0001243694656183,2.908395260619624e-07,0.9999867437881373
100,22,440,1.0432808031340193,4.373551302676998e-05,0.9971025684739622
101,22,480,0.9545160483744506,2.3751670377523265e-05,0.9988165466281678
102,22,560,0.9175869654051885,0.00018046106690182938,0.9973876368341503
