,OWT,band,b1,b2,r2
0,1,400,0.9971144600880322,-9.306625845612038e-06,0.9999942566377426
1,1,412,0.994925853254059,4.720452056987054e-06,0.9999919723284834
2,1,439,1.0022855744390298,-7.70471825558769e-06,0.9999897339786248
3,1,442,1.0131227793132929,-3.6156244251206796e-05,0.9998933866030054
4,1,489,1.0058672394387518,8.210888380207754e-06,0.9999859969269529
5,1,499,1.009412698318151,-7.360925366375198e-08,0.9999859932088893
6,1,509,1.0049054953014647,1.3100916185031751e-05,0.9999842048981072
7,1,529,1.0115748644208162,1.2458778668987276e-05,0.9999675741719102
8,1,532,0.9974877077961259,-2.313575823061423e-06,0.9999953516852519
9,1,552,0.9844869400838094,-1.9966558630195872e-05,0.9999734134306291
10,1,554,0.9999033716089337,-3.5021816649852006e-06,0.9999956782250553
11,1,560,0.9984228891158918,8.921337893569303e-07,0.9999855948827889
12,1,620,0.9971822975960476,7.521057092438441e-07,0.9999588452032123
13,1,667,0.9997833217955997,-2.908226891023473e-07,0.9999752025294486
14,1,675,0.9974037040205168,-1.4522235324180926e-07,0.999904181204376
15,1,681,0.9966619916746304,-2.0658540057427927e-07,0.9999334426406857
16,1,709,0.996562993032544,9.736903266650864e-08,0.9997632410396969
17,1,779,0.9969383403216138,8.447801484241546e-07,0.9999404061737329
18,2,400,0.9977643662522229,-1.4410048659345073e-05,0.9999842683569796
19,2,412,0.9953066686736278,4.521376816904454e-06,0.9999582709788495
20,2,439,1.000931310062379,7.482990887174024e-08,0.9999928091290161
21,2,442,1.008309570306997,-1.1482801152010343e-05,0.9999569981830282
22,2,489,1.0052687628061376,5.145945869186597e-06,0.9999728800231483
23,2,499,1.0068079826131149,7.132600781533868e-06,0.9999732451536177
24,2,509,1.0063443859160153,6.9776138361850315e-06,0.999923466935348
25,2,529,1.0106473089302037,1.4453839608338792e-05,0.9999024536198756
26,2,532,0.9972413294740463,-1.6750564016056353e-06,0.999969400576961
27,2,552,0.9871778561388037,-2.4128847278522296e-05,0.9997121513592241
28,2,554,0.9998198114456675,-3.555978282686334e-06,0.9999914277174303
29,2,560,1.0004557910602776,-1.4790475291487793e-06,0.9999301808463912
30,2,620,0.9945513672705539,6.540777783512483e-07,0.999836190454106
31,2,667,1.000106053994811,-4.237903090589649e-07,0.9998976218543157
32,2,675,0.9961446084981443,5.602398531932232e-07,0.9998733602208796
33,2,681,0.9927669700169842,-5.782451615968546e-07,0.9996492309574906
34,2,709,0.9870583941009085,1.1959875496871924e-06,0.9983851637778888
35,2,779,1.0137573759128613,3.3723200065968446e-07,0.9988527792641324
36,3,400,0.9967834907002494,-2.270569540478544e-06,0.9999942379666247
37,3,412,0.9957759309429804,3.8028443597164924e-06,0.999984958829625
38,3,439,1.0010369080003743,-4.736294383163656e-06,0.9999939596987214
39,3,442,1.0068086753713223,-1.60372569384332e-05,0.9999705831654913
40,3,489,1.0070718827995366,-1.0766791464732889e-05,0.9999837217525205
41,3,499,1.0068108559363598,8.711485080959563e-07,0.9999538312721189
42,3,509,1.006828060876112,4.477169243053292e-06,0.9999269499952301
43,3,529,1.012851333277103,4.491791134747687e-06,0.9999429290912168
44,3,532,0.9967558830335308,1.0337648053693194e-06,0.9999943910001001
45,3,552,0.9882965424621216,-2.431011033249774e-05,0.9998295259011627
46,3,554,0.9989331069268395,-2.418008147802653e-06,0.9999915312803083
47,3,560,1.0007866259829814,-2.1321491371676347e-06,0.9999855535146122
48,3,620,0.997680467815708,5.646660093465666e-07,0.9999706093788912
49,3,667,0.996919226827364,-2.7236388175258357e-07,0.9999803994296705
50,3,675,0.9953642973624937,7.30538648353353e-07,0.9998968163298138
51,3,681,0.992804500435813,1.4002100932270834e-07,0.9999445188101722
52,3,709,0.9845962714553195,5.49403663818352e-07,0.9998591083301963
53,3,779,0.982645174283123,6.422693844692991e-07,0.9994296444951022
54,4,400,0.9972079243732924,-3.7618749610182634e-08,0.9999841069365811
55,4,412,0.9958042874637724,5.134083644611591e-06,0.9999764647020396
56,4,439,0.9996045077941843,-5.888563117872544e-07,0.9999962342058558
57,4,442,1.0021742192506302,-5.781008188338738e-06,0.999988014222344
58,4,489,1.0041279152799645,-5.008672690476161e-06,0.9999938352218075
59,4,499,1.0063302026041316,-4.7044780916135134e-06,0.9999822113249259
60,4,509,1.0069439732511705,-3.6330107154296937e-06,0.9999415917822688
61,4,529,1.0088727228980667,5.253915264462946e-06,0.9999572166716937
62,4,532,0.998161815227098,-3.7585370564648113e-07,0.9999948004600031
63,4,552,0.9816933399516988,-4.925426989319361e-06,0.9998169338250251
64,4,554,0.9994726782542163,-2.7669051483206284e-06,0.9999877921858975
65,4,560,0.9984257693958007,2.235005422215365e-06,0.9999848502125561
66,4,620,0.9997214116757261,2.14228569608778e-08,0.9999556766260171
